Country Name,Country Code,Time,Time Code,"GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]"
Dominica,DMA,2010,YR2010,9800
Dominica,DMA,2011,YR2011,9920
Dominica,DMA,2012,YR2012,9970
Dominica,DMA,2013,YR2013,9820
Dominica,DMA,2014,YR2014,10350
Dominica,DMA,2015,YR2015,10160
Dominica,DMA,2016,YR2016,10610
Dominican Republic,DOM,1985,YR1985,..
Dominican Republic,DOM,1986,YR1986,..
Dominican Republic,DOM,1987,YR1987,..
Dominican Republic,DOM,1988,YR1988,..
Dominican Republic,DOM,1989,YR1989,..
Dominican Republic,DOM,1990,YR1990,3380
Dominican Republic,DOM,1991,YR1991,3490
Dominican Republic,DOM,1992,YR1992,3890
Dominican Republic,DOM,1993,YR1993,4130
Dominican Republic,DOM,1994,YR1994,4270
Dominican Republic,DOM,1995,YR1995,4530
Dominican Republic,DOM,1996,YR1996,4840
Dominican Republic,DOM,1997,YR1997,5270
Dominican Republic,DOM,1998,YR1998,5590
Dominican Republic,DOM,1999,YR1999,5900
Dominican Republic,DOM,2000,YR2000,6220
Dominican Republic,DOM,2001,YR2001,6420
Dominican Republic,DOM,2002,YR2002,6710
Dominican Republic,DOM,2003,YR2003,6500
Dominican Republic,DOM,2004,YR2004,6630
Dominican Republic,DOM,2005,YR2005,7600
Dominican Republic,DOM,2006,YR2006,8470
Dominican Republic,DOM,2007,YR2007,9190
Dominican Republic,DOM,2008,YR2008,9670
Dominican Republic,DOM,2009,YR2009,9720
Dominican Republic,DOM,2010,YR2010,10520
Dominican Republic,DOM,2011,YR2011,10900
Dominican Republic,DOM,2012,YR2012,11250
Dominican Republic,DOM,2013,YR2013,11740
Dominican Republic,DOM,2014,YR2014,12680
Dominican Republic,DOM,2015,YR2015,13660
Dominican Republic,DOM,2016,YR2016,14540
Ecuador,ECU,1985,YR1985,..
Ecuador,ECU,1986,YR1986,..
Ecuador,ECU,1987,YR1987,..
Ecuador,ECU,1988,YR1988,..
Ecuador,ECU,1989,YR1989,..
Ecuador,ECU,1990,YR1990,4450
Ecuador,ECU,1991,YR1991,4750
Ecuador,ECU,1992,YR1992,4920
Ecuador,ECU,1993,YR1993,5050
Ecuador,ECU,1994,YR1994,5290
Ecuador,ECU,1995,YR1995,5420
Ecuador,ECU,1996,YR1996,5480
Ecuador,ECU,1997,YR1997,5720
Ecuador,ECU,1998,YR1998,5820
Ecuador,ECU,1999,YR1999,5380
Ecuador,ECU,2000,YR2000,5460
Ecuador,ECU,2001,YR2001,5810
Ecuador,ECU,2002,YR2002,6080
Ecuador,ECU,2003,YR2003,6250
Ecuador,ECU,2004,YR2004,6810
Ecuador,ECU,2005,YR2005,7330
Ecuador,ECU,2006,YR2006,7790
Ecuador,ECU,2007,YR2007,8040
Ecuador,ECU,2008,YR2008,8710
Ecuador,ECU,2009,YR2009,8710
Ecuador,ECU,2010,YR2010,9030
Ecuador,ECU,2011,YR2011,9770
Ecuador,ECU,2012,YR2012,10360
Ecuador,ECU,2013,YR2013,10880
Ecuador,ECU,2014,YR2014,11310
Ecuador,ECU,2015,YR2015,11250
Ecuador,ECU,2016,YR2016,11070
"Egypt, Arab Rep.",EGY,1985,YR1985,..
"Egypt, Arab Rep.",EGY,1986,YR1986,..
"Egypt, Arab Rep.",EGY,1987,YR1987,..
"Egypt, Arab Rep.",EGY,1988,YR1988,..
"Egypt, Arab Rep.",EGY,1989,YR1989,..
"Egypt, Arab Rep.",EGY,1990,YR1990,3630
"Egypt, Arab Rep.",EGY,1991,YR1991,3830
"Egypt, Arab Rep.",EGY,1992,YR1992,4000
"Egypt, Arab Rep.",EGY,1993,YR1993,4130
"Egypt, Arab Rep.",EGY,1994,YR1994,4290
"Egypt, Arab Rep.",EGY,1995,YR1995,4510
"Egypt, Arab Rep.",EGY,1996,YR1996,4730
"Egypt, Arab Rep.",EGY,1997,YR1997,4980
"Egypt, Arab Rep.",EGY,1998,YR1998,5240
"Egypt, Arab Rep.",EGY,1999,YR1999,5510
"Egypt, Arab Rep.",EGY,2000,YR2000,5880
"Egypt, Arab Rep.",EGY,2001,YR2001,6120
"Egypt, Arab Rep.",EGY,2002,YR2002,6260
"Egypt, Arab Rep.",EGY,2003,YR2003,6450
"Egypt, Arab Rep.",EGY,2004,YR2004,6770
"Egypt, Arab Rep.",EGY,2005,YR2005,7110
"Egypt, Arab Rep.",EGY,2006,YR2006,7750
"Egypt, Arab Rep.",EGY,2007,YR2007,8400
"Egypt, Arab Rep.",EGY,2008,YR2008,9020
"Egypt, Arab Rep.",EGY,2009,YR2009,9260
"Egypt, Arab Rep.",EGY,2010,YR2010,9470
"Egypt, Arab Rep.",EGY,2011,YR2011,9570
"Egypt, Arab Rep.",EGY,2012,YR2012,9770
"Egypt, Arab Rep.",EGY,2013,YR2013,9900
"Egypt, Arab Rep.",EGY,2014,YR2014,10160
"Egypt, Arab Rep.",EGY,2015,YR2015,10570
"Egypt, Arab Rep.",EGY,2016,YR2016,10990
El Salvador,SLV,1985,YR1985,..
El Salvador,SLV,1986,YR1986,..
El Salvador,SLV,1987,YR1987,..
El Salvador,SLV,1988,YR1988,..
El Salvador,SLV,1989,YR1989,..
El Salvador,SLV,1990,YR1990,2860
El Salvador,SLV,1991,YR1991,2960
El Salvador,SLV,1992,YR1992,3220
El Salvador,SLV,1993,YR1993,3450
El Salvador,SLV,1994,YR1994,3660
El Salvador,SLV,1995,YR1995,3870
El Salvador,SLV,1996,YR1996,3920
El Salvador,SLV,1997,YR1997,4060
El Salvador,SLV,1998,YR1998,4180
El Salvador,SLV,1999,YR1999,4260
El Salvador,SLV,2000,YR2000,4390
El Salvador,SLV,2001,YR2001,4500
El Salvador,SLV,2002,YR2002,4590
El Salvador,SLV,2003,YR2003,4700
El Salvador,SLV,2004,YR2004,4840
El Salvador,SLV,2005,YR2005,5110
El Salvador,SLV,2006,YR2006,5500
El Salvador,SLV,2007,YR2007,5730
El Salvador,SLV,2008,YR2008,5980
El Salvador,SLV,2009,YR2009,5810
El Salvador,SLV,2010,YR2010,5990
El Salvador,SLV,2011,YR2011,6310
El Salvador,SLV,2012,YR2012,6500
El Salvador,SLV,2013,YR2013,6710
El Salvador,SLV,2014,YR2014,6930
El Salvador,SLV,2015,YR2015,7120
El Salvador,SLV,2016,YR2016,7330
Equatorial Guinea,GNQ,1985,YR1985,..
Equatorial Guinea,GNQ,1986,YR1986,..
Equatorial Guinea,GNQ,1987,YR1987,..
Equatorial Guinea,GNQ,1988,YR1988,..
Equatorial Guinea,GNQ,1989,YR1989,..
Equatorial Guinea,GNQ,1990,YR1990,690
Equatorial Guinea,GNQ,1991,YR1991,700
Equatorial Guinea,GNQ,1992,YR1992,950
Equatorial Guinea,GNQ,1993,YR1993,1030
Equatorial Guinea,GNQ,1994,YR1994,990
Equatorial Guinea,GNQ,1995,YR1995,1040
Equatorial Guinea,GNQ,1996,YR1996,1650
Equatorial Guinea,GNQ,1997,YR1997,4380
Equatorial Guinea,GNQ,1998,YR1998,4710
Equatorial Guinea,GNQ,1999,YR1999,6170
Equatorial Guinea,GNQ,2000,YR2000,5530
Equatorial Guinea,GNQ,2001,YR2001,5520
Equatorial Guinea,GNQ,2002,YR2002,7270
Equatorial Guinea,GNQ,2003,YR2003,6630
Equatorial Guinea,GNQ,2004,YR2004,8130
Equatorial Guinea,GNQ,2005,YR2005,14190
Equatorial Guinea,GNQ,2006,YR2006,23330
Equatorial Guinea,GNQ,2007,YR2007,26790
Equatorial Guinea,GNQ,2008,YR2008,28490
Equatorial Guinea,GNQ,2009,YR2009,24800
Equatorial Guinea,GNQ,2010,YR2010,19400
Equatorial Guinea,GNQ,2011,YR2011,22230
Equatorial Guinea,GNQ,2012,YR2012,24060
Equatorial Guinea,GNQ,2013,YR2013,23160
Equatorial Guinea,GNQ,2014,YR2014,22590
Equatorial Guinea,GNQ,2015,YR2015,22130
Equatorial Guinea,GNQ,2016,YR2016,20280
Eritrea,ERI,1985,YR1985,..
Eritrea,ERI,1986,YR1986,..
Eritrea,ERI,1987,YR1987,..
Eritrea,ERI,1988,YR1988,..
Eritrea,ERI,1989,YR1989,..
Eritrea,ERI,1990,YR1990,..
Eritrea,ERI,1991,YR1991,..
Eritrea,ERI,1992,YR1992,760
Eritrea,ERI,1993,YR1993,890
Eritrea,ERI,1994,YR1994,1100
Eritrea,ERI,1995,YR1995,1170
Eritrea,ERI,1996,YR1996,1260
Eritrea,ERI,1997,YR1997,1370
Eritrea,ERI,1998,YR1998,1400
Eritrea,ERI,1999,YR1999,1390
Eritrea,ERI,2000,YR2000,1330
Eritrea,ERI,2001,YR2001,1430
Eritrea,ERI,2002,YR2002,1440
Eritrea,ERI,2003,YR2003,1380
Eritrea,ERI,2004,YR2004,1390
Eritrea,ERI,2005,YR2005,1440
Eritrea,ERI,2006,YR2006,1430
Eritrea,ERI,2007,YR2007,1460
Eritrea,ERI,2008,YR2008,1320
Eritrea,ERI,2009,YR2009,1350
Eritrea,ERI,2010,YR2010,1370
Eritrea,ERI,2011,YR2011,1500
Eritrea,ERI,2012,YR2012,..
Eritrea,ERI,2013,YR2013,..
Eritrea,ERI,2014,YR2014,..
Eritrea,ERI,2015,YR2015,..
Eritrea,ERI,2016,YR2016,..
Estonia,EST,1985,YR1985,..
Estonia,EST,1986,YR1986,..
Estonia,EST,1987,YR1987,..
Estonia,EST,1988,YR1988,..
Estonia,EST,1989,YR1989,..
Estonia,EST,1990,YR1990,..
Estonia,EST,1991,YR1991,..
Estonia,EST,1992,YR1992,..
Estonia,EST,1993,YR1993,..
Estonia,EST,1994,YR1994,..
Estonia,EST,1995,YR1995,..
Estonia,EST,1996,YR1996,..
Estonia,EST,1997,YR1997,..
Estonia,EST,1998,YR1998,..
Estonia,EST,1999,YR1999,..
Estonia,EST,2000,YR2000,9070
Estonia,EST,2001,YR2001,9820
Estonia,EST,2002,YR2002,11050
Estonia,EST,2003,YR2003,12360
Estonia,EST,2004,YR2004,13710
Estonia,EST,2005,YR2005,15870
Estonia,EST,2006,YR2006,18260
Estonia,EST,2007,YR2007,20450
Estonia,EST,2008,YR2008,21470
Estonia,EST,2009,YR2009,19870
Estonia,EST,2010,YR2010,20460
Estonia,EST,2011,YR2011,23310
Estonia,EST,2012,YR2012,24970
Estonia,EST,2013,YR2013,26860
Estonia,EST,2014,YR2014,27780
Estonia,EST,2015,YR2015,28090
Estonia,EST,2016,YR2016,29160
Eswatini,SWZ,1985,YR1985,..
Eswatini,SWZ,1986,YR1986,..
Eswatini,SWZ,1987,YR1987,..
Eswatini,SWZ,1988,YR1988,..
Eswatini,SWZ,1989,YR1989,..
Eswatini,SWZ,1990,YR1990,3660
Eswatini,SWZ,1991,YR1991,3770
Eswatini,SWZ,1992,YR1992,3910
Eswatini,SWZ,1993,YR1993,3930
Eswatini,SWZ,1994,YR1994,3850
Eswatini,SWZ,1995,YR1995,4280
Eswatini,SWZ,1996,YR1996,4580
Eswatini,SWZ,1997,YR1997,4690
Eswatini,SWZ,1998,YR1998,4560
Eswatini,SWZ,1999,YR1999,4770
Eswatini,SWZ,2000,YR2000,4720
Eswatini,SWZ,2001,YR2001,5050
Eswatini,SWZ,2002,YR2002,4990
Eswatini,SWZ,2003,YR2003,5140
Eswatini,SWZ,2004,YR2004,5550
Eswatini,SWZ,2005,YR2005,6340
Eswatini,SWZ,2006,YR2006,6500
Eswatini,SWZ,2007,YR2007,6910
Eswatini,SWZ,2008,YR2008,6890
Eswatini,SWZ,2009,YR2009,6790
Eswatini,SWZ,2010,YR2010,6780
Eswatini,SWZ,2011,YR2011,7280
Eswatini,SWZ,2012,YR2012,7630
Eswatini,SWZ,2013,YR2013,8220
Eswatini,SWZ,2014,YR2014,8310
Eswatini,SWZ,2015,YR2015,8340
Eswatini,SWZ,2016,YR2016,8460
Ethiopia,ETH,1985,YR1985,..
Ethiopia,ETH,1986,YR1986,..
Ethiopia,ETH,1987,YR1987,..
Ethiopia,ETH,1988,YR1988,..
Ethiopia,ETH,1989,YR1989,..
Ethiopia,ETH,1990,YR1990,420
Ethiopia,ETH,1991,YR1991,390
Ethiopia,ETH,1992,YR1992,350
Ethiopia,ETH,1993,YR1993,390
Ethiopia,ETH,1994,YR1994,400
Ethiopia,ETH,1995,YR1995,420
Ethiopia,ETH,1996,YR1996,460
Ethiopia,ETH,1997,YR1997,470
Ethiopia,ETH,1998,YR1998,440
Ethiopia,ETH,1999,YR1999,460
Ethiopia,ETH,2000,YR2000,490
Ethiopia,ETH,2001,YR2001,520
Ethiopia,ETH,2002,YR2002,520
Ethiopia,ETH,2003,YR2003,510
Ethiopia,ETH,2004,YR2004,580
Ethiopia,ETH,2005,YR2005,650
Ethiopia,ETH,2006,YR2006,720
Ethiopia,ETH,2007,YR2007,810
Ethiopia,ETH,2008,YR2008,890
Ethiopia,ETH,2009,YR2009,950
Ethiopia,ETH,2010,YR2010,1050
Ethiopia,ETH,2011,YR2011,1160
Ethiopia,ETH,2012,YR2012,1250
Ethiopia,ETH,2013,YR2013,1370
Ethiopia,ETH,2014,YR2014,1500
Ethiopia,ETH,2015,YR2015,1630
Ethiopia,ETH,2016,YR2016,1730
Faroe Islands,FRO,1985,YR1985,..
Faroe Islands,FRO,1986,YR1986,..
Faroe Islands,FRO,1987,YR1987,..
Faroe Islands,FRO,1988,YR1988,..
Faroe Islands,FRO,1989,YR1989,..
Faroe Islands,FRO,1990,YR1990,..
Faroe Islands,FRO,1991,YR1991,..
Faroe Islands,FRO,1992,YR1992,..
Faroe Islands,FRO,1993,YR1993,..
Faroe Islands,FRO,1994,YR1994,..
Faroe Islands,FRO,1995,YR1995,..
Faroe Islands,FRO,1996,YR1996,..
Faroe Islands,FRO,1997,YR1997,..
Faroe Islands,FRO,1998,YR1998,..
Faroe Islands,FRO,1999,YR1999,..
Faroe Islands,FRO,2000,YR2000,..
Faroe Islands,FRO,2001,YR2001,..
Faroe Islands,FRO,2002,YR2002,..
Faroe Islands,FRO,2003,YR2003,..
Faroe Islands,FRO,2004,YR2004,..
Faroe Islands,FRO,2005,YR2005,..
Faroe Islands,FRO,2006,YR2006,..
Faroe Islands,FRO,2007,YR2007,..
Faroe Islands,FRO,2008,YR2008,..
Faroe Islands,FRO,2009,YR2009,..
Faroe Islands,FRO,2010,YR2010,..
Faroe Islands,FRO,2011,YR2011,..
Faroe Islands,FRO,2012,YR2012,..
Faroe Islands,FRO,2013,YR2013,..
Faroe Islands,FRO,2014,YR2014,..
Faroe Islands,FRO,2015,YR2015,..
Faroe Islands,FRO,2016,YR2016,..
Fiji,FJI,1985,YR1985,..
Fiji,FJI,1986,YR1986,..
Fiji,FJI,1987,YR1987,..
Fiji,FJI,1988,YR1988,..
Fiji,FJI,1989,YR1989,..
Fiji,FJI,1990,YR1990,3670
Fiji,FJI,1991,YR1991,3680
Fiji,FJI,1992,YR1992,3930
Fiji,FJI,1993,YR1993,4050
Fiji,FJI,1994,YR1994,4230
Fiji,FJI,1995,YR1995,4490
Fiji,FJI,1996,YR1996,4770
Fiji,FJI,1997,YR1997,4670
Fiji,FJI,1998,YR1998,4670
Fiji,FJI,1999,YR1999,5120
Fiji,FJI,2000,YR2000,5390
Fiji,FJI,2001,YR2001,5450
Fiji,FJI,2002,YR2002,5800
Fiji,FJI,2003,YR2003,5920
Fiji,FJI,2004,YR2004,6390
Fiji,FJI,2005,YR2005,6710
Fiji,FJI,2006,YR2006,6630
Fiji,FJI,2007,YR2007,6800
Fiji,FJI,2008,YR2008,6920
Fiji,FJI,2009,YR2009,6950
Fiji,FJI,2010,YR2010,6980
Fiji,FJI,2011,YR2011,7260
Fiji,FJI,2012,YR2012,7390
Fiji,FJI,2013,YR2013,7950
Fiji,FJI,2014,YR2014,8200
Fiji,FJI,2015,YR2015,8660
Fiji,FJI,2016,YR2016,8770
Finland,FIN,1985,YR1985,..
Finland,FIN,1986,YR1986,..
Finland,FIN,1987,YR1987,..
Finland,FIN,1988,YR1988,..
Finland,FIN,1989,YR1989,..
Finland,FIN,1990,YR1990,17840
Finland,FIN,1991,YR1991,17060
Finland,FIN,1992,YR1992,16550
Finland,FIN,1993,YR1993,16640
Finland,FIN,1994,YR1994,17720
Finland,FIN,1995,YR1995,18980
Finland,FIN,1996,YR1996,19600
Finland,FIN,1997,YR1997,21440
Finland,FIN,1998,YR1998,23090
Finland,FIN,1999,YR1999,24520
Finland,FIN,2000,YR2000,26580
Finland,FIN,2001,YR2001,27780
Finland,FIN,2002,YR2002,28650
Finland,FIN,2003,YR2003,28810
Finland,FIN,2004,YR2004,31350
Finland,FIN,2005,YR2005,32130
Finland,FIN,2006,YR2006,34690
Finland,FIN,2007,YR2007,37820
Finland,FIN,2008,YR2008,40040
Finland,FIN,2009,YR2009,38310
Finland,FIN,2010,YR2010,39300
Finland,FIN,2011,YR2011,40870
Finland,FIN,2012,YR2012,40830
Finland,FIN,2013,YR2013,41430
Finland,FIN,2014,YR2014,41850
Finland,FIN,2015,YR2015,42450
Finland,FIN,2016,YR2016,43720
French Polynesia,PYF,1985,YR1985,..
French Polynesia,PYF,1986,YR1986,..
French Polynesia,PYF,1987,YR1987,..
French Polynesia,PYF,1988,YR1988,..
French Polynesia,PYF,1989,YR1989,..
French Polynesia,PYF,1990,YR1990,..
French Polynesia,PYF,1991,YR1991,..
French Polynesia,PYF,1992,YR1992,..
French Polynesia,PYF,1993,YR1993,..
French Polynesia,PYF,1994,YR1994,..
French Polynesia,PYF,1995,YR1995,..
French Polynesia,PYF,1996,YR1996,..
French Polynesia,PYF,1997,YR1997,..
French Polynesia,PYF,1998,YR1998,..
French Polynesia,PYF,1999,YR1999,..
French Polynesia,PYF,2000,YR2000,..
French Polynesia,PYF,2001,YR2001,..
French Polynesia,PYF,2002,YR2002,..
French Polynesia,PYF,2003,YR2003,..
French Polynesia,PYF,2004,YR2004,..
French Polynesia,PYF,2005,YR2005,..
French Polynesia,PYF,2006,YR2006,..
French Polynesia,PYF,2007,YR2007,..
French Polynesia,PYF,2008,YR2008,..
French Polynesia,PYF,2009,YR2009,..
French Polynesia,PYF,2010,YR2010,..
French Polynesia,PYF,2011,YR2011,..
French Polynesia,PYF,2012,YR2012,..
French Polynesia,PYF,2013,YR2013,..
French Polynesia,PYF,2014,YR2014,..
French Polynesia,PYF,2015,YR2015,..
French Polynesia,PYF,2016,YR2016,..
Gabon,GAB,1985,YR1985,..
Gabon,GAB,1986,YR1986,..
Gabon,GAB,1987,YR1987,..
Gabon,GAB,1988,YR1988,..
Gabon,GAB,1989,YR1989,..
Gabon,GAB,1990,YR1990,11300
Gabon,GAB,1991,YR1991,12070
Gabon,GAB,1992,YR1992,11290
Gabon,GAB,1993,YR1993,11510
Gabon,GAB,1994,YR1994,12240
Gabon,GAB,1995,YR1995,12560
Gabon,GAB,1996,YR1996,12920
Gabon,GAB,1997,YR1997,13550
Gabon,GAB,1998,YR1998,14130
Gabon,GAB,1999,YR1999,12640
Gabon,GAB,2000,YR2000,11930
Gabon,GAB,2001,YR2001,12560
Gabon,GAB,2002,YR2002,12900
Gabon,GAB,2003,YR2003,12830
Gabon,GAB,2004,YR2004,12290
Gabon,GAB,2005,YR2005,13470
Gabon,GAB,2006,YR2006,12640
Gabon,GAB,2007,YR2007,13110
Gabon,GAB,2008,YR2008,12640
Gabon,GAB,2009,YR2009,12720
Gabon,GAB,2010,YR2010,13070
Gabon,GAB,2011,YR2011,13710
Gabon,GAB,2012,YR2012,14810
Gabon,GAB,2013,YR2013,15420
Gabon,GAB,2014,YR2014,16660
Gabon,GAB,2015,YR2015,16440
Gabon,GAB,2016,YR2016,16670
"Gambia, The",GMB,1985,YR1985,..
"Gambia, The",GMB,1986,YR1986,..
"Gambia, The",GMB,1987,YR1987,..
"Gambia, The",GMB,1988,YR1988,..
"Gambia, The",GMB,1989,YR1989,..
"Gambia, The",GMB,1990,YR1990,900
"Gambia, The",GMB,1991,YR1991,970
"Gambia, The",GMB,1992,YR1992,1000
"Gambia, The",GMB,1993,YR1993,1030
"Gambia, The",GMB,1994,YR1994,1020
"Gambia, The",GMB,1995,YR1995,1030
"Gambia, The",GMB,1996,YR1996,1040
"Gambia, The",GMB,1997,YR1997,1070
"Gambia, The",GMB,1998,YR1998,1080
"Gambia, The",GMB,1999,YR1999,1130
"Gambia, The",GMB,2000,YR2000,1180
"Gambia, The",GMB,2001,YR2001,1230
"Gambia, The",GMB,2002,YR2002,1160
"Gambia, The",GMB,2003,YR2003,1230
"Gambia, The",GMB,2004,YR2004,1330
"Gambia, The",GMB,2005,YR2005,1320
"Gambia, The",GMB,2006,YR2006,1330
"Gambia, The",GMB,2007,YR2007,1370
"Gambia, The",GMB,2008,YR2008,1440
"Gambia, The",GMB,2009,YR2009,1490
"Gambia, The",GMB,2010,YR2010,1560
"Gambia, The",GMB,2011,YR2011,1470
"Gambia, The",GMB,2012,YR2012,1540
"Gambia, The",GMB,2013,YR2013,1600
"Gambia, The",GMB,2014,YR2014,1570
"Gambia, The",GMB,2015,YR2015,1620
"Gambia, The",GMB,2016,YR2016,1580
Georgia,GEO,1985,YR1985,..
Georgia,GEO,1986,YR1986,..
Georgia,GEO,1987,YR1987,..
Georgia,GEO,1988,YR1988,..
Georgia,GEO,1989,YR1989,..
Georgia,GEO,1990,YR1990,5160
Georgia,GEO,1991,YR1991,4180
Georgia,GEO,1992,YR1992,2320
Georgia,GEO,1993,YR1993,1650
Georgia,GEO,1994,YR1994,1520
Georgia,GEO,1995,YR1995,1590
Georgia,GEO,1996,YR1996,1890
Georgia,GEO,1997,YR1997,2300
Georgia,GEO,1998,YR1998,2460
Georgia,GEO,1999,YR1999,2590
Georgia,GEO,2000,YR2000,2680
Georgia,GEO,2001,YR2001,2810
Georgia,GEO,2002,YR2002,3010
Georgia,GEO,2003,YR2003,3460
Georgia,GEO,2004,YR2004,3850
Georgia,GEO,2005,YR2005,4390
Georgia,GEO,2006,YR2006,5070
Georgia,GEO,2007,YR2007,5840
Georgia,GEO,2008,YR2008,6070
Georgia,GEO,2009,YR2009,5990
Georgia,GEO,2010,YR2010,6390
Georgia,GEO,2011,YR2011,7100
Georgia,GEO,2012,YR2012,7950
Georgia,GEO,2013,YR2013,8380
Georgia,GEO,2014,YR2014,9130
Georgia,GEO,2015,YR2015,9350
Georgia,GEO,2016,YR2016,9510
Ghana,GHA,1985,YR1985,..
Ghana,GHA,1986,YR1986,..
Ghana,GHA,1987,YR1987,..
Ghana,GHA,1988,YR1988,..
Ghana,GHA,1989,YR1989,..
Ghana,GHA,1990,YR1990,1220
Ghana,GHA,1991,YR1991,1290
Ghana,GHA,1992,YR1992,1330
Ghana,GHA,1993,YR1993,1390
Ghana,GHA,1994,YR1994,1430
Ghana,GHA,1995,YR1995,1480
Ghana,GHA,1996,YR1996,1530
Ghana,GHA,1997,YR1997,1590
Ghana,GHA,1998,YR1998,1640
Ghana,GHA,1999,YR1999,1690
Ghana,GHA,2000,YR2000,1740
Ghana,GHA,2001,YR2001,1820
Ghana,GHA,2002,YR2002,1880
Ghana,GHA,2003,YR2003,1970
Ghana,GHA,2004,YR2004,2080
Ghana,GHA,2005,YR2005,2230
Ghana,GHA,2006,YR2006,2400
Ghana,GHA,2007,YR2007,2510
Ghana,GHA,2008,YR2008,2720
Ghana,GHA,2009,YR2009,2800
Ghana,GHA,2010,YR2010,2950
Ghana,GHA,2011,YR2011,3300
Ghana,GHA,2012,YR2012,3510
Ghana,GHA,2013,YR2013,3860
Ghana,GHA,2014,YR2014,3900
Ghana,GHA,2015,YR2015,3980
Ghana,GHA,2016,YR2016,4080
Gibraltar,GIB,1985,YR1985,..
Gibraltar,GIB,1986,YR1986,..
Gibraltar,GIB,1987,YR1987,..
Gibraltar,GIB,1988,YR1988,..
Gibraltar,GIB,1989,YR1989,..
Gibraltar,GIB,1990,YR1990,..
Gibraltar,GIB,1991,YR1991,..
Gibraltar,GIB,1992,YR1992,..
Gibraltar,GIB,1993,YR1993,..
Gibraltar,GIB,1994,YR1994,..
Gibraltar,GIB,1995,YR1995,..
Gibraltar,GIB,1996,YR1996,..
Gibraltar,GIB,1997,YR1997,..
Gibraltar,GIB,1998,YR1998,..
Gibraltar,GIB,1999,YR1999,..
Gibraltar,GIB,2000,YR2000,..
Gibraltar,GIB,2001,YR2001,..
Gibraltar,GIB,2002,YR2002,..
Gibraltar,GIB,2003,YR2003,..
Gibraltar,GIB,2004,YR2004,..
Gibraltar,GIB,2005,YR2005,..
Gibraltar,GIB,2006,YR2006,..
Gibraltar,GIB,2007,YR2007,..
Gibraltar,GIB,2008,YR2008,..
Gibraltar,GIB,2009,YR2009,..
Gibraltar,GIB,2010,YR2010,..
Gibraltar,GIB,2011,YR2011,..
Gibraltar,GIB,2012,YR2012,..
Gibraltar,GIB,2013,YR2013,..
Gibraltar,GIB,2014,YR2014,..
Gibraltar,GIB,2015,YR2015,..
Gibraltar,GIB,2016,YR2016,..
Greece,GRC,1985,YR1985,..
Greece,GRC,1986,YR1986,..
Greece,GRC,1987,YR1987,..
Greece,GRC,1988,YR1988,..
Greece,GRC,1989,YR1989,..
Greece,GRC,1990,YR1990,13590
Greece,GRC,1991,YR1991,14360
Greece,GRC,1992,YR1992,14720
Greece,GRC,1993,YR1993,14700
Greece,GRC,1994,YR1994,15240
Greece,GRC,1995,YR1995,15810
Greece,GRC,1996,YR1996,16370
Greece,GRC,1997,YR1997,17310
Greece,GRC,1998,YR1998,18100
Greece,GRC,1999,YR1999,18260
Greece,GRC,2000,YR2000,19650
Greece,GRC,2001,YR2001,21140
Greece,GRC,2002,YR2002,22610
Greece,GRC,2003,YR2003,23800
Greece,GRC,2004,YR2004,25150
Greece,GRC,2005,YR2005,25620
Greece,GRC,2006,YR2006,27990
Greece,GRC,2007,YR2007,28530
Greece,GRC,2008,YR2008,29940
Greece,GRC,2009,YR2009,29690
Greece,GRC,2010,YR2010,27600
Greece,GRC,2011,YR2011,25430
Greece,GRC,2012,YR2012,25450
Greece,GRC,2013,YR2013,26070
Greece,GRC,2014,YR2014,27020
Greece,GRC,2015,YR2015,26820
Greece,GRC,2016,YR2016,26910
Greenland,GRL,1985,YR1985,..
Greenland,GRL,1986,YR1986,..
Greenland,GRL,1987,YR1987,..
Greenland,GRL,1988,YR1988,..
Greenland,GRL,1989,YR1989,..
Greenland,GRL,1990,YR1990,..
Greenland,GRL,1991,YR1991,..
Greenland,GRL,1992,YR1992,..
Greenland,GRL,1993,YR1993,..
Greenland,GRL,1994,YR1994,..
Greenland,GRL,1995,YR1995,..
Greenland,GRL,1996,YR1996,..
Greenland,GRL,1997,YR1997,..
Greenland,GRL,1998,YR1998,..
Greenland,GRL,1999,YR1999,..
Greenland,GRL,2000,YR2000,..
Greenland,GRL,2001,YR2001,..
Greenland,GRL,2002,YR2002,..
Greenland,GRL,2003,YR2003,..
Greenland,GRL,2004,YR2004,..
Greenland,GRL,2005,YR2005,..
Greenland,GRL,2006,YR2006,..
Greenland,GRL,2007,YR2007,..
Greenland,GRL,2008,YR2008,..
Greenland,GRL,2009,YR2009,..
Greenland,GRL,2010,YR2010,..
Greenland,GRL,2011,YR2011,..
Greenland,GRL,2012,YR2012,..
Greenland,GRL,2013,YR2013,..
Greenland,GRL,2014,YR2014,..
Greenland,GRL,2015,YR2015,..
Greenland,GRL,2016,YR2016,..
Grenada,GRD,1985,YR1985,..
Grenada,GRD,1986,YR1986,..
Grenada,GRD,1987,YR1987,..
Grenada,GRD,1988,YR1988,..
Grenada,GRD,1989,YR1989,..
Grenada,GRD,1990,YR1990,4480
Grenada,GRD,1991,YR1991,4780
Grenada,GRD,1992,YR1992,4840
Grenada,GRD,1993,YR1993,4750
Grenada,GRD,1994,YR1994,4880
Grenada,GRD,1995,YR1995,4990
